drug,side_effect,label,query
rifampicin,peliosis hepatis,0,Is peliosis hepatis an adverse effect of rifampicin?
adenosine,hypotension,1,Is hypotension an adverse effect of adenosine?
adenosine,nasal congestion,1,Is nasal congestion an adverse effect of adenosine?
adenosine,extrasystoles,1,Is extrasystoles an adverse effect of adenosine?
adenosine,ventricular extrasystoles,1,Is ventricular extrasystoles an adverse effect of adenosine?
adenosine,supraventricular extrasystoles,1,Is supraventricular extrasystoles an adverse effect of adenosine?
adenosine,myocardial ischaemia,1,Is myocardial ischaemia an adverse effect of adenosine?
adenosine,apnoea,1,Is apnoea an adverse effect of adenosine?
adenosine,limb discomfort,1,Is limb discomfort an adverse effect of adenosine?
adenosine,atrioventricular block second degree,1,Is atrioventricular block second degree an adverse effect of adenosine?
adenosine,flushing,1,Is flushing an adverse effect of adenosine?
adenosine,genital burning sensation,0,Is genital burning sensation an adverse effect of adenosine?
adenosine,vasomotor rhinitis,0,Is vasomotor rhinitis an adverse effect of adenosine?
adenosine,oculorespiratory syndrome,0,Is oculorespiratory syndrome an adverse effect of adenosine?
adenosine,oesophagitis,0,Is oesophagitis an adverse effect of adenosine?
adenosine,helicobacter gastritis,0,Is helicobacter gastritis an adverse effect of adenosine?
adenosine,ear pruritus,0,Is ear pruritus an adverse effect of adenosine?
adenosine,cushing's syndrome,0,Is cushing's syndrome an adverse effect of adenosine?
adenosine,leukaemia cutis,0,Is leukaemia cutis an adverse effect of adenosine?
adenosine,prostatic pain,0,Is prostatic pain an adverse effect of adenosine?
adenosine,rhinalgia,0,Is rhinalgia an adverse effect of adenosine?
azathioprine,hepatitis b,1,Is hepatitis b an adverse effect of azathioprine?
azathioprine,uveitis,1,Is uveitis an adverse effect of azathioprine?
azathioprine,pancreatitis,1,Is pancreatitis an adverse effect of azathioprine?
azathioprine,arthralgia,1,Is arthralgia an adverse effect of azathioprine?
azathioprine,neoplasm,1,Is neoplasm an adverse effect of azathioprine?
azathioprine,feeling abnormal,1,Is feeling abnormal an adverse effect of azathioprine?
azathioprine,skin disorder,1,Is skin disorder an adverse effect of azathioprine?
azathioprine,hepatosplenic t-cell lymphoma,1,Is hepatosplenic t-cell lymphoma an adverse effect of azathioprine?
azathioprine,anaemia,1,Is anaemia an adverse effect of azathioprine?
azathioprine,diarrhoea,1,Is diarrhoea an adverse effect of azathioprine?
azathioprine,mental disorder,0,Is mental disorder an adverse effect of azathioprine?
azathioprine,haemoglobin increased,0,Is haemoglobin increased an adverse effect of azathioprine?
azathioprine,breast discharge,0,Is breast discharge an adverse effect of azathioprine?
azathioprine,clonus,0,Is clonus an adverse effect of azathioprine?
azathioprine,orthostatic hypertension,0,Is orthostatic hypertension an adverse effect of azathioprine?
azathioprine,substance abuse,0,Is substance abuse an adverse effect of azathioprine?
azathioprine,acanthosis nigricans,0,Is acanthosis nigricans an adverse effect of azathioprine?
azathioprine,idiopathic pulmonary fibrosis,0,Is idiopathic pulmonary fibrosis an adverse effect of azathioprine?
azathioprine,bedridden,0,Is bedridden an adverse effect of azathioprine?
azathioprine,enterocolitis haemorrhagic,0,Is enterocolitis haemorrhagic an adverse effect of azathioprine?
bleomycin,vomiting,1,Is vomiting an adverse effect of bleomycin?
bleomycin,hyperkeratosis,1,Is hyperkeratosis an adverse effect of bleomycin?
bleomycin,skin toxicity,1,Is skin toxicity an adverse effect of bleomycin?
bleomycin,ill-defined disorder,1,Is ill-defined disorder an adverse effect of bleomycin?
bleomycin,ulcer,1,Is ulcer an adverse effect of bleomycin?
bleomycin,hypomagnesaemia,1,Is hypomagnesaemia an adverse effect of bleomycin?
bleomycin,asthenia,1,Is asthenia an adverse effect of bleomycin?
bleomycin,pancytopenia,1,Is pancytopenia an adverse effect of bleomycin?
bleomycin,chest x-ray normal,1,Is chest x-ray normal an adverse effect of bleomycin?
bleomycin,metaplasia,1,Is metaplasia an adverse effect of bleomycin?
bleomycin,lenticular opacities,0,Is lenticular opacities an adverse effect of bleomycin?
bleomycin,gingival infection,0,Is gingival infection an adverse effect of bleomycin?
bleomycin,electrocardiogram qt interval,0,Is electrocardiogram qt interval an adverse effect of bleomycin?
bleomycin,hepatic vein thrombosis,0,Is hepatic vein thrombosis an adverse effect of bleomycin?
bleomycin,neurotoxicity,0,Is neurotoxicity an adverse effect of bleomycin?
bleomycin,angina pectoris,0,Is angina pectoris an adverse effect of bleomycin?
bleomycin,deposit eye,0,Is deposit eye an adverse effect of bleomycin?
bleomycin,sticky skin,0,Is sticky skin an adverse effect of bleomycin?
bleomycin,pancreatic disorder,0,Is pancreatic disorder an adverse effect of bleomycin?
bleomycin,hormone-dependent prostate cancer,0,Is hormone-dependent prostate cancer an adverse effect of bleomycin?
codeine,hyperhidrosis,1,Is hyperhidrosis an adverse effect of codeine?
codeine,pulmonary function test decreased,1,Is pulmonary function test decreased an adverse effect of codeine?
codeine,urticaria,1,Is urticaria an adverse effect of codeine?
codeine,orthostatic hypotension,1,Is orthostatic hypotension an adverse effect of codeine?
codeine,ill-defined disorder,1,Is ill-defined disorder an adverse effect of codeine?
codeine,convulsion,1,Is convulsion an adverse effect of codeine?
codeine,constipation,1,Is constipation an adverse effect of codeine?
codeine,cardiac disorder,1,Is cardiac disorder an adverse effect of codeine?
codeine,eye disorder,1,Is eye disorder an adverse effect of codeine?
codeine,insomnia,1,Is insomnia an adverse effect of codeine?
codeine,nocardiosis,0,Is nocardiosis an adverse effect of codeine?
codeine,electrocardiogram repolarisation abnormality,0,Is electrocardiogram repolarisation abnormality an adverse effect of codeine?
codeine,generalised anxiety disorder,0,Is generalised anxiety disorder an adverse effect of codeine?
codeine,salmonella sepsis,0,Is salmonella sepsis an adverse effect of codeine?
codeine,penile pain,0,Is penile pain an adverse effect of codeine?
codeine,pre-eclampsia,0,Is pre-eclampsia an adverse effect of codeine?
codeine,vulvovaginal discomfort,0,Is vulvovaginal discomfort an adverse effect of codeine?
codeine,haematocrit increased,0,Is haematocrit increased an adverse effect of codeine?
codeine,migraine without aura,0,Is migraine without aura an adverse effect of codeine?
codeine,infusion site reaction,0,Is infusion site reaction an adverse effect of codeine?
fenoprofen,hyperhidrosis,1,Is hyperhidrosis an adverse effect of fenoprofen?
fenoprofen,dizziness,1,Is dizziness an adverse effect of fenoprofen?
fenoprofen,dysgeusia,1,Is dysgeusia an adverse effect of fenoprofen?
fenoprofen,constipation,1,Is constipation an adverse effect of fenoprofen?
fenoprofen,aphthous stomatitis,1,Is aphthous stomatitis an adverse effect of fenoprofen?
fenoprofen,disorientation,1,Is disorientation an adverse effect of fenoprofen?
fenoprofen,tubulointerstitial nephritis,1,Is tubulointerstitial nephritis an adverse effect of fenoprofen?
fenoprofen,personality change,1,Is personality change an adverse effect of fenoprofen?
fenoprofen,urticaria,1,Is urticaria an adverse effect of fenoprofen?
fenoprofen,haemolytic anaemia,1,Is haemolytic anaemia an adverse effect of fenoprofen?
fenoprofen,dissociation,0,Is dissociation an adverse effect of fenoprofen?
fenoprofen,nuchal rigidity,0,Is nuchal rigidity an adverse effect of fenoprofen?
fenoprofen,skin atrophy,0,Is skin atrophy an adverse effect of fenoprofen?
fenoprofen,acute coronary syndrome,0,Is acute coronary syndrome an adverse effect of fenoprofen?
fenoprofen,hypochromic anaemia,0,Is hypochromic anaemia an adverse effect of fenoprofen?
fenoprofen,gastrointestinal stoma complication,0,Is gastrointestinal stoma complication an adverse effect of fenoprofen?
fenoprofen,atrial tachycardia,0,Is atrial tachycardia an adverse effect of fenoprofen?
fenoprofen,pupillary reflex impaired,0,Is pupillary reflex impaired an adverse effect of fenoprofen?
fenoprofen,haematology test abnormal,0,Is haematology test abnormal an adverse effect of fenoprofen?
fenoprofen,haemoglobin abnormal,0,Is haemoglobin abnormal an adverse effect of fenoprofen?
ioxaglate,"hallucination, visual",1,"Is hallucination, visual an adverse effect of ioxaglate?"
ioxaglate,pruritus,1,Is pruritus an adverse effect of ioxaglate?
ioxaglate,convulsion,1,Is convulsion an adverse effect of ioxaglate?
ioxaglate,body temperature increased,1,Is body temperature increased an adverse effect of ioxaglate?
ioxaglate,urticaria,1,Is urticaria an adverse effect of ioxaglate?
ioxaglate,renal failure acute,1,Is renal failure acute an adverse effect of ioxaglate?
ioxaglate,discomfort,1,Is discomfort an adverse effect of ioxaglate?
ioxaglate,chest discomfort,1,Is chest discomfort an adverse effect of ioxaglate?
ioxaglate,dry mouth,1,Is dry mouth an adverse effect of ioxaglate?
ioxaglate,feeling abnormal,1,Is feeling abnormal an adverse effect of ioxaglate?
ioxaglate,transfusion reaction,0,Is transfusion reaction an adverse effect of ioxaglate?
ioxaglate,muscle tightness,0,Is muscle tightness an adverse effect of ioxaglate?
ioxaglate,muscle injury,0,Is muscle injury an adverse effect of ioxaglate?
ioxaglate,bone pain,0,Is bone pain an adverse effect of ioxaglate?
ioxaglate,substance-induced psychotic disorder,0,Is substance-induced psychotic disorder an adverse effect of ioxaglate?
ioxaglate,semen volume decreased,0,Is semen volume decreased an adverse effect of ioxaglate?
ioxaglate,incomplete precocious puberty,0,Is incomplete precocious puberty an adverse effect of ioxaglate?
ioxaglate,hyperparathyroidism,0,Is hyperparathyroidism an adverse effect of ioxaglate?
ioxaglate,allergic oedema,0,Is allergic oedema an adverse effect of ioxaglate?
ioxaglate,oral infection,0,Is oral infection an adverse effect of ioxaglate?
"1,25(oh)2d3",pruritus,1,"Is pruritus an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",libido decreased,1,"Is libido decreased an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",asthenia,1,"Is asthenia an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",headache,1,"Is headache an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",dermatitis,1,"Is dermatitis an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",pain,1,"Is pain an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",blood creatinine increased,1,"Is blood creatinine increased an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",calcium intoxication,1,"Is calcium intoxication an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",weight decreased,1,"Is weight decreased an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",haemoglobin increased,1,"Is haemoglobin increased an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",hypervitaminosis d,0,"Is hypervitaminosis d an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",mean arterial pressure decreased,0,"Is mean arterial pressure decreased an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",testicular atrophy,0,"Is testicular atrophy an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",prostatomegaly,0,"Is prostatomegaly an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",arterial occlusive disease,0,"Is arterial occlusive disease an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",oliguria,0,"Is oliguria an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",status epilepticus,0,"Is status epilepticus an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",progesterone,0,"Is progesterone an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",myositis,0,"Is myositis an adverse effect of 1,25(oh)2d3?"
"1,25(oh)2d3",portal hypertension,0,"Is portal hypertension an adverse effect of 1,25(oh)2d3?"
cefepime,pyelonephritis,1,Is pyelonephritis an adverse effect of cefepime?
cefepime,feeling abnormal,1,Is feeling abnormal an adverse effect of cefepime?
cefepime,thrombocytopenia,1,Is thrombocytopenia an adverse effect of cefepime?
cefepime,pneumonia streptococcal,1,Is pneumonia streptococcal an adverse effect of cefepime?
cefepime,diarrhoea,1,Is diarrhoea an adverse effect of cefepime?
cefepime,hepatic failure,1,Is hepatic failure an adverse effect of cefepime?
cefepime,infection,1,Is infection an adverse effect of cefepime?
cefepime,myoclonus,1,Is myoclonus an adverse effect of cefepime?
cefepime,convulsion,1,Is convulsion an adverse effect of cefepime?
cefepime,pancytopenia,1,Is pancytopenia an adverse effect of cefepime?
cefepime,nail discolouration,0,Is nail discolouration an adverse effect of cefepime?
cefepime,myringitis,0,Is myringitis an adverse effect of cefepime?
cefepime,breast cancer stage iv,0,Is breast cancer stage iv an adverse effect of cefepime?
cefepime,tachycardia,0,Is tachycardia an adverse effect of cefepime?
cefepime,warm type haemolytic anaemia,0,Is warm type haemolytic anaemia an adverse effect of cefepime?
cefepime,expressive language disorder,0,Is expressive language disorder an adverse effect of cefepime?
cefepime,panic disorder,0,Is panic disorder an adverse effect of cefepime?
cefepime,encephalitis viral,0,Is encephalitis viral an adverse effect of cefepime?
cefepime,postoperative ileus,0,Is postoperative ileus an adverse effect of cefepime?
cefepime,mycosis fungoides,0,Is mycosis fungoides an adverse effect of cefepime?
ciclesonide,secondary adrenocortical insufficiency,1,Is secondary adrenocortical insufficiency an adverse effect of ciclesonide?
ciclesonide,lip swelling,1,Is lip swelling an adverse effect of ciclesonide?
ciclesonide,osteoporosis,1,Is osteoporosis an adverse effect of ciclesonide?
ciclesonide,muscle strain,1,Is muscle strain an adverse effect of ciclesonide?
ciclesonide,obstructive airways disorder,1,Is obstructive airways disorder an adverse effect of ciclesonide?
ciclesonide,arthralgia,1,Is arthralgia an adverse effect of ciclesonide?
ciclesonide,musculoskeletal discomfort,1,Is musculoskeletal discomfort an adverse effect of ciclesonide?
ciclesonide,chest pain,1,Is chest pain an adverse effect of ciclesonide?
ciclesonide,multiple fractures,1,Is multiple fractures an adverse effect of ciclesonide?
ciclesonide,musculoskeletal chest pain,1,Is musculoskeletal chest pain an adverse effect of ciclesonide?
