query,query_type,side_effect,ground_truth_drugs,num_drugs
Which drugs cause hyperprolactinaemia?,class_based,hyperprolactinaemia,"['duloxetine', 'verapamil', 'paroxetine', 'lurasidone', 'pimozide', 'asenapine', 'fluoxetine', 'metoclopramide', 'bromocriptine', 'citalopram', 'lisuride', 'quetiapine', 'fluvoxamine', 'sertraline', 'droperidol', 'zuclopenthixol', 'thiothixene', 'vallergan', 'haloperidol', 'milnacipran', 'propericiazine', 'ziprasidone', 'paliperidone', 'risperidone', 'alprazolam', 'methyldopa']",26
Show me drugs known to cause acute bronchitis,class_based,acute bronchitis,"['bosentan', 'poly(styrene', 'sodium', 'pyridostigmine', 'cefuroxime', 'olmesartan', 'sitagliptin', 'novolog', 'salmeterol', 'maraviroc', 'montelukast', 'citalopram', 'tramadol', 'sitaxsentan', 'pimecrolimus', 'formoterol', 'ropinirole']",17
List medications that can lead to localised oedema,class_based,localised oedema,"['crizotinib', 'pramipexole', 'gadobenate', 'mirtazapine', 'irbesartan-hydrochlorothiazide', 'nilotinib', 'clindamycin', 'dutasteride', 'irbesartan', 'ergotamine', 'cladribine', 'phenobarbital', 'metronidazole', 'capecitabine', 'zidovudine', 'pazopanib', 'lamivudine', 'tazarotene', 'gadopentetate', 'paclitaxel', 'gd-dtpa', 'sitaxsentan', 'isosulfan', 'cefpodoxime', 'dasatinib', 'cabozantinib']",26
List medications that can lead to alanine aminotransferase increased,class_based,alanine aminotransferase increased,"['mycophenolate', 'demethyl', 'afatinib', 'nelfinavir', 'ganciclovir', 'cefepime', 'maraviroc', 'axitinib', 'gadobenate', 'itraconazole', 'aripiprazole', 'prednisone', 'ruxolitinib', 'sibutramine', 'deferasirox', 'temozolomide', 'venlafaxine', 'amiodarone', 'nuvocid', 'olanzapine', 'dolasetron', 'cortisol', 'dalteparin', 'testosterone', 'fosfomycin', 'donepezil', 'piperacillin', 'acyclovir', 'cyproterone', 'vandetanib', 'rapamycin', 'pioglitazone', 'medroxyprogesterone', 'nitrofurantoin', 'imatinib', 'pirfenidone', 'triptorelin', 'nilutamide', 'dicloxacillin', 'foscarnet', 'acamprosate', 'aztreonam', 'nevirapine', 'bpti', 'reboxetine', 'methylphenidate', 'lapatinib', 'etoposide', 'cortisone', 'pantoprazole', 'acitretin', 'ponatinib', 'montelukast', 'felbamate', 'valdecoxib', 'pomalidomide', 'betaxolol', 'nifedipine', 'cefpodoxime', 'nitazoxanide', 'guanfacine', 'risperidone', 'tetraen', 'erlotinib', 'tolvaptan', 'duloxetine', 'darunavir', 'alosetron', 'atovaquone', 'memantine', 'vacv', 'lurasidone', 'darifenacin', 'asenapine', 'granisetron', 'indinavir', 'ertapenem', 'benicar-hct', 'cabazitaxel', 'signifor', 'arsenic', 'etoricoxib', 'tamoxifen', 'estradiol', 'parecoxib', 'n-3', 'nilotinib', 'doxepin', 'gemifloxacin', 'valproate', 'nsc', 'ciprofloxacin', 'lubiprostone', 'fenofibric', 'cevimeline', 'zolpidem', 'eltrombopag', 'amphotericin', 'pregabalin', 'nefazodone', 'bexarotene', 'vinflunine', 'abacavir', 'lamivudine', 'zuclopenthixol', 'fe(iii', 'rasburicase', 'riluzole', 'l-dmp', 'som230', 'mirabegron', 'emtricitabine', 'ranitidine', 'clodronate', 'voriconazole', 'fondaparinux', 'regorafenib', 'olmesartan', 'trovafloxacin', 'doxorubicin', 'bazedoxifene', 'fosamprenavir', 'fesoterodine', 'lercanidipine', 'paliperidone', 'eplerenone', 'dasatinib', 'cabozantinib', 'fenofibrate', 'amprenavir', 'deprenyl', 'rilpivirine', 'lmwh', 'lovaza', 'paroxetine', 'progesterone', 'buprenorphine', 'a77', 'lasofoxifene', 'celecoxib', 'cefditoren', 'zonisamide', 'dexrazoxane', 'rifapentine', 'trametinib', 'sildenafil', 'cas', 'topiramate', 'fluconazole', 'trandolapril', 'topotecan', 'ezetimibe', 'tolcapone', '5-asa', 'abiraterone', 'mipomersen', 'eribulin', 'fosaprepitant', 'citalopram', 'tramadol', 'gadoversetamide', 'linezolid', 'meropenem', 'tegaserod', 'ceftobiprole', 'pravastatin', 'ropivacaine', 'azithromycin', 'nimodipine', 'saquinavir', 'sunitinib', 'pemetrexed', 'rifabutin', 'gefitinib', 'bezafibrate', 'capecitabine', 'posaconazole', 'adefovir', 'temsirolimus', 'meloxicam', 'avanafil', 'gemcitabine', 'cidofovir', 'cancidas', 'colchicine', 'dimercaptosuccinic', 'sparfloxacin', 'paclitaxel', 'lenalidomide', 'gatifloxacin', 'mitoxantrone', 'isosorbide-5-mononitrate', 'sorafenib', 'propafenone', 'tigecycline', 'raltegravir', 'bicalutamide', 'promacta', 'ropinirole', 'pixantrone', 'dolutegravir', '5-aminolevulinic', 'trabectedin', 'ciclesonide', 'crizotinib', 'desflurane', 'bupivacaine', 'thalidomide', 'lanreotide', 'tasimelteon', 'apixaban', 'thymidine', 'mirtazapine', 'busulfan', 'fidaxomicin', 'fluoxetine', 'eprosartan', 'tipranavir', 'fk463', 'clarithromycin', 'naltrexone', 'lansoprazole', 'bosutinib', 'anidulafungin', 'diclofenac', 'clofarabine', 'omeprazole', 'quetiapine', 'dabigatran', 'tenofovir', 'troglitazone', 'tapentadol', 'everolimus', 'azelastine', 'hydroxybutyrate', 'sertraline', 'dexmedetomidine', 'vardenafil', 'atazanavir', 'cefaclor', 'mycophenolic', 'glimepiride', 'tizanidine', 'pazopanib', 'cephalexin', 'lomitapide', 'aprepitant', 'lamotrigine', 'carvedilol', 'moxifloxacin', 'ge-132', 'tmc207', 'cefadroxil', 'zaleplon', 'anastrozole', 'fty720', 'telavancin', 'rabeprazole', 'deferiprone', 'esomeprazole', 'ly146032', 'romidepsin', 'methylprednisolone', 'udca', 'sitaxsentan', 'dabrafenib', 'trimetrexate', 'docetaxel', 'atorvastatin', 'thiotepa']",270
Show me drugs known to cause menopausal symptoms,class_based,menopausal symptoms,"['indomethacin', 'rofecoxib', 'nabilone', 'bupropion', 'nicardipine', 'levodopa/carbidopa', 'itraconazole', 'fentanyl', 'aripiprazole', 'irbesartan-hydrochlorothiazide', 'temozolomide', 'venlafaxine', 'amiodarone', 'trospium', 'cilostazol', 'atenolol', 'ceftazidime', 'estramustine', 'testosterone', 'clomiphene', 'iopamidol', 'atomoxetine', 'donepezil', 'delamanid', 'vernakalant', 'cyproterone', 'acebutolol', 'ketoconazole', 'mk-462', 'medroxyprogesterone', 'triptorelin', 'pirfenidone', 'nilutamide', 'photofrin', 'olsalazine', 'isomannide', 'goserelin', 'methylphenidate', 'lapatinib', 'oxybutynin', 'ponatinib', 'pantoprazole', 'acitretin', 'palonosetron', 'refludan', 'mdv3100', 'valdecoxib', 'raloxifene', 'nifedipine', 'alprazolam', 'duloxetine', 'nitroglycerin', 'imipramine', 'nafarelin', 'metrodin', 'memantine', 'cetirizine', 'lurasidone', 'cilazapril', 'candesartan', 'ertapenem', 'tadalafil', 'doxazosin', 'oxcarbazepine', 'rivastigmine', 'cabazitaxel', 'anthracycline', 'desvenlafaxine', 'tamoxifen', 'estradiol', 'atosiban', 'bisoprolol', 'doxepin', 'gemifloxacin', 'ciprofloxacin', 'ici', 'cevimeline', 'carboprost', 'zolpidem', 'pregabalin', 'k779', 'clozapine', 'degarelix', 'ospemifene', 'vinflunine', 'dipyridamole', 'fe(iii', 'zuclopenthixol', 'celiprolol', '17-hydroxyprogesterone', 'fluorescein', 'fondaparinux', 'rotigotine', 'histamine', 'trovafloxacin', 'doxorubicin', 'bazedoxifene', 'histrelin', 'clomipramine', 'tesamorelin', 'stalevo', 'progesterone', 'pramipexole', 'buprenorphine', 'rizatriptan', 'implanon', 'toremifene', 'lasofoxifene', 'celecoxib', 'domperidone', 'rifaximin', 'mndpdp', 'sildenafil', 'abarelix', 'cas', 'fosinopril', 'topiramate', 'fluconazole', 'trandolapril', 'ezetimibe', 'abiraterone', 'tacrolimus', 'naloxone', 'eribulin', 'optison', 'citalopram', 'mifepristone', 'tramadol', 'fosaprepitant', 'ceftobiprole', 'pravastatin', 'irbesartan', 'hydrocodone', 'nuvaring', 'oxymorphone', 'saquinavir', 'sunitinib', 'flumazenil', 'nicotine', 'capecitabine', 'posaconazole', 'megestrol', 'meloxicam', 'avanafil', 'supremon', 'febuxostat', 'ofloxacin', 'insulin', 'v', 'cancidas', 'fluvastatin', 'leuprorelin', 'zalcitabine', 'lomefloxacin', 'cetrorelix', 'paclitaxel', 'cyclophosphamide', 'varenicline', 'isosorbide-5-mononitrate', 'orlistat', 'propafenone', 'milnacipran', 'raltegravir', 'pindolol', 'ferumoxytol', 'bicalutamide', 'ropinirole', 'efavirenz', 'letrozole', 'metoprolol', 'octreotide', 'perindopril', 'lanreotide', 'entacapone', 'salmon', 'busulfan', 'frovatriptan', 'fluoxetine', 'exemestane', 'eprosartan', 'oxaliplatin', 'dihydroergotamine', 'gadobutrol', 'naltrexone', 'lansoprazole', 'anidulafungin', 'omeprazole', 'quetiapine', 'melatonin', 'terlipressin', 'tapentadol', 'ixabepilone', 'everolimus', 'ranolazine', 'mexiletine', 'sertraline', 'vardenafil', 'idarubicin', 'moclobemide', 'hydroxocobalamin', 'carbidopa', 'pazopanib', 'amlodipine', 'glimepiride', 'rimonabant', 'aprepitant', 'lamotrigine', 'cabergoline', 'flutamide', 'gadodiamide', 'anastrozole', 'esomeprazole', 'maprotiline', 'sitaxsentan', 'tiaprofenic', 'nortriptyline', 'docetaxel', 'pge2']",218
List medications that can lead to cardiac arrest,class_based,cardiac arrest,"['mycophenolate', 'perphenazine', 'ganciclovir', 'codeine', 'gadobenate', 'fentanyl', 'phosphate', 'aripiprazole', 'prednisone', 'sibutramine', 'chlorpromazine', 'venlafaxine', 'flecainide', 'amiodarone', 'vasopressin', 'olanzapine', 'dolasetron', 'cortisol', 'cilostazol', 'pge1', 'atenolol', 'zyprexa', 'estramustine', 'testosterone', 'alfentanil', 'iopamidol', 'ribavirin', 'vandetanib', 'fluvoxamine', 'pergolide', 'hydromorphone', 'calcium', 'iodixanol', 'imatinib', 'foscarnet', 'droperidol', 'iopromide', 'argatroban', 'bpti', 'methylphenidate', 'etoposide', 'potassium', 'mepivacaine', 'refludan', 'clonazepam', 'felbamate', 'pentostatin', 'bromazepam', 'meperidine', 'melphalan', '5-fluorocytosine', 'nifedipine', 'procaine', 'sevoflurane', 'risperidone', 'atracurium', 'perindoprilat', 'prochlorperazine', 'verapamil', 'propranolol', 'chloroprocaine', 'methylene', 'phentermine', 'memantine', 'neostigmine', 'gadolinium', 'eptifibatide', 'prednisolone', 'polyoxyethylene', 'glycopyrrolate', 'candesartan', 'ertapenem', 'retinoic', 'dorzolamide', 'ofatumumab', 'rivastigmine', 'methadone', 'cabazitaxel', 'gadoteridol', 'pyridostigmine', 'remifentanil', 'thyroxine', 'anthracycline', 'etoricoxib', 'dextrorphan', 'clindamycin', 'dextran', 'bisoprolol', 'captopril', 'sufentanil', 'ciprofloxacin', 'ifosfamide', 'amifostine', 'paricalcitol', 'amphotericin', 'pregabalin', 'k779', 'clozapine', 'triamcinolone', 'dipyridamole', 'fe(iii', 'carboplatin', 'argenine', 'fluphenazine', 'atropine', 'riluzole', 'gadopentetate', 'gabapentin', 'ranitidine', 'fluorescein', 'voriconazole', 'fondaparinux', 'doxorubicin', 'cisatracurium', 'diltiazem', 'clomipramine', 'paliperidone', 'levobunolol', 'cabozantinib', 'deprenyl', 'lovaza', 'esmolol', 'pramipexole', 'midazolam', 'benzathine', 'sildenafil', 'cas', 'fosinopril', 'dofetilide', 'methacholine', 'trandolapril', 'tolcapone', 'topotecan', 'tacrolimus', 'naloxone', 'penicillin', 'vincristine', 'citalopram', 'procainamide', 'diatrizoate', 'optison', 'meropenem', 'sugammadex', 'dexamethasone', 'ropivacaine', 'iohexol', 'disopyramide', 'ioxaglate', 'timolol', 'fosinoprilat', 'bortezomib', 'capecitabine', 'ocrh', 'fosphenytoin', 'morphine', 'ofloxacin', 'amantadine', 'lidocaine', 'thiothixene', 'cancidas', 'ioversol', 'iotrolan', 'paclitaxel', 'cyclophosphamide', 'lenalidomide', 'gd-dtpa', 'propafenone', 'irinotecan', 'isoflurane', 'ferumoxytol', 'bicalutamide', 'ropinirole', 'modafinil', 'regadenoson', 'carfilzomib', 'metoprolol', 'amisulpride', 'mianserin', 'desflurane', 'perindopril', 'bupivacaine', 'thalidomide', 'propofol', 'propoxyphene', 'quinidine', 'fluoxetine', 'lutalyse', 'metoclopramide', 'trifluoperazine', 'fk463', 'diazepam', '5-fu', 'clarithromycin', 'prilocaine', 'isoproterenol', 'quetiapine', 'edrophonium', 'sodium', 'tetracaine', 'trazodone', 'nalbuphine', 'oxycodone', 'everolimus', 'phenytoin', 'succinylcholine', 'dexmedetomidine', 'lorazepam', 'atazanavir', 'hetastarch', 'hydroxocobalamin', 'mycophenolic', 'tizanidine', 'lamotrigine', 'bosentan', 'carvedilol', 'moxifloxacin', 'thioridazine', 'lisinopril', 'ge-132', 'adenosine', 'trans', 'fty720', 'haloperidol', 'ly146032', 'methylprednisolone', 'digoxin', 'carbamazepine', 'pge2', 'thiotepa']",229
Show me drugs known to cause weight increased,class_based,weight increased,"['mycophenolate', 'clonidine', 'aripiprazole', 'amiodarone', 'delavirdine', 'nadolol', 'isradipine', 'zyprexa', 'clomiphene', 'losartan', 'ribavirin', 'pergolide', 'medroxyprogesterone', 'potassium', 'pomalidomide', 'raloxifene', 'nifedipine', 'lantus', 'prochlorperazine', 'imipramine', 'metrodin', 'minoxidil', 'estazolam', 'rivastigmine', 'oxcarbazepine', 'tolterodine', 'valproate', 'clobetasone', 'lubiprostone', 'amphotericin', 'danazol', 'l-dmp', 'cyproheptadine', 'levomepromazine', 'agomelatine', 'rotigotine', 'fenofibrate', 'humalog', 'cyclobenzaprine', 'pramipexole', 'levonorgestrel', 'lisdexamfetamine', 'cosyntropin', '5-asa', 'dexamethasone', 'nuvaring', 'estrofem', 'posaconazole', 'meloxicam', 'febuxostat', 'leuprorelin', 'paclitaxel', 'varenicline', 'ramiprilat', 'ciclesonide', 'octreotide', 'metoprolol', 'amisulpride', 'mianserin', 'thalidomide', 'oxaliplatin', 'naltrexone', 'lansoprazole', 'troglitazone', 'triphasil', 'azelastine', 'retigabine', 'atazanavir', 'perampanel', 'mycophenolic', 'amlodipine', 'cabergoline', 'moxifloxacin', 'thioridazine', 'anastrozole', 'haloperidol', 'udca', 'dothiepin', 'nortriptyline', 'carbamazepine', 'atorvastatin', 'baclofen', 'demethyl', 'anagrelide', 'vigabatrin', 'phosphate', 'sibutramine', 'irbesartan-hydrochlorothiazide', 'venlafaxine', 'piroxicam', 'cortisol', 'madopar', 'rapamycin', 'triptorelin', 'acitretin', 'felbamate', 'betaxolol', 'guanfacine', 'alprazolam', 'darunavir', 'memantine', 'cetirizine', 'lurasidone', 'olopatadine', 'asenapine', 'indinavir', 'nisoldipine', 'doxazosin', 'estradiol', 'bisoprolol', 'cytarabine', 'pregabalin', 'clozapine', 'nefazodone', 'triamcinolone', 'zuclopenthixol', 'hydroxyurea', 'doxorubicin', 'lithium', 'dasatinib', 'glat', 'stalevo', 'paroxetine', 'progesterone', 'lasofoxifene', 'rifapentine', 'sildenafil', 'topiramate', 'tacrolimus', 'lisuride', 'irbesartan', 'pentosan', 'nicotine', 'capecitabine', 'novolog', 'sumatriptan', 'amoxapine', 'cidofovir', 'v', '4-pba', 'propafenone', 'ropinirole', 'pirbuterol', 'norethisterone', 'acth(1-39', 'mirtazapine', 'forteo', 'busulfan', 'fluoxetine', 'exemestane', 'trifluoperazine', 'iloperidone', 'diclofenac', 'colestyramine', 'doxercalciferol', 'sitagliptin', 'pizotifen', 'carbidopa', 'glimepiride', 'bosentan', 'carvedilol', 'rabeprazole', 'nafarelin', 'reserpine', 'ramipril', 'rofecoxib', 'bupropion', 'gliclazide', 'levodopa/carbidopa', 'loxapine', 'pimozide', 'protriptyline', 'ruxolitinib', 'temozolomide', 'budesonide', 'olanzapine', 'diazoxide', 'testosterone', 'donepezil', 'cyproterone', 'pioglitazone', 'imatinib', 'methysergide', 'methylphenidate', 'cortisone', 'pantoprazole', 'rosiglitazone', 'amsacrine', 'allopurinol', 'phenelzine', 'duloxetine', 'flunisolide', 'prednisolone', 'darifenacin', 'zolmitriptan', 'diane-35', 'methadone', 'arsenic', 'trimipramine', 'tamoxifen', 'nilotinib', 'k779', 'bexarotene', 'vinflunine', 'degarelix', 'desipramine', 'riluzole', 'gabapentin', 'propericiazine', 'levetiracetam', 'ziprasidone', '6-thioguanine', 'tibolone', 'tiagabine', 'implanon', 'eletriptan', 'vildagliptin', 'citalopram', 'pravastatin', 'disopyramide', 'oestrogen', 'salicylate', 'amitriptyline', 'cyclophosphamide', 'pindolol', 'bicalutamide', 'modafinil', 'epitopic', 'terazosin', 'tolmetin', 'quetiapine', 'fluticasone', 'trisequens', 'su5416', 'lamotrigine', 'zaleplon', 'maprotiline', 'methylprednisolone', 'tiaprofenic', 'rifaximin', 'docetaxel', 'thiotepa', 'methyldopa', 'indomethacin', 'ketorolac', 'fentanyl', 'prednisone', 'trospium', 'linagliptin', 'desogestrel', 'acebutolol', 'fluvoxamine', 'acamprosate', 'goserelin', 'clonazepam', 'valdecoxib', 'cefpodoxime', 'risperidone', 'desmopressin', 'icodextrin', 'retinoic', 'desvenlafaxine', 'etoricoxib', 'zoledronic', 'doxepin', 'clobazam', 'cevimeline', 'buspirone', 'trovafloxacin', 'diltiazem', 'histrelin', 'clomipramine', 'paliperidone', 'deprenyl', 'toremifene', 'celecoxib', 'zonisamide', 'fosinopril', 'mephenytoin', 'topotecan', 'ketoprofen', 'lioh', 'nabumetone', 'saquinavir', 'fosinoprilat', 'bortezomib', 'megestrol', 'avanafil', 'supremon', 'insulin', 'lenalidomide', 'mitoxantrone', 'isosorbide-5-mononitrate', 'carnitine', 'zopiclone', 'raltegravir', 'copolymer', 'letrozole', 'molindone', 'ketotifen', 'salmon', 'omeprazole', 'melatonin', 'trazodone', 'hydroxybutyrate', 'sertraline', 'aprepitant', 'lisinopril', 'phenylbutyric', 'deferiprone', 'esomeprazole']",311
List medications that can lead to angle closure glaucoma,class_based,angle closure glaucoma,"['duloxetine', 'imipramine', 'scopolamine', 'paroxetine', 'bupropion', 'candesartan', 'mirtazapine', 'trihexyphenidyl', 'venlafaxine', 'topiramate', 'desvenlafaxine', 'citalopram', 'trazodone', 'tiotropium', 'sertraline', 'clozapine', 'nefazodone', 'vilazodone', 'atropine', 'umeclidinium', 'oxybutynin', 'ipratropium', 'milnacipran', 'clomipramine', 'acetaminophen', 'nortriptyline']",26
What drugs are associated with breast engorgement?,class_based,breast engorgement,"['reserpine', 'copolymer', 'lasofoxifene', 'mirtazapine', 'fluoxetine', 'lutalyse', 'chlorpromazine', 'venlafaxine', 'risperidone', 'estradiol', 'pergolide', 'nifedipine', 'thioridazine', 'zopiclone', 'haloperidol', 'clomipramine', 'paliperidone', 'nafarelin', 'glat']",19
List medications that can lead to urine color abnormal,class_based,urine color abnormal,"['stalevo', 'chlorzoxazone', 'entacapone', 'propofol', 'tolcapone', 'sulindac', '5-asa', 'clarithromycin', 'loratadine', 'sunitinib', 'rifabutin', 'capecitabine', 'sulfasalazine', 'bosentan', 'fluorescein', 'flutamide', 'mitoxantrone', 'deferiprone', 'clonazepam', 'amsacrine', 'nitazoxanide', 'deferoxamine']",22
Show me drugs known to cause paresis,class_based,paresis,"['efavirenz', 'gliclazide', 'bupivacaine', 'toremifene', 'lasofoxifene', 'doxazosin', 'temozolomide', 'flecainide', 'rivastigmine', 'venlafaxine', 'd-cycloserine', 'tolcapone', 'methotrexate', 'topotecan', 'tacrolimus', 'vincristine', 'bisoprolol', 'sodium', 'ropivacaine', 'ioxaglate', 'saquinavir', 'bortezomib', 'zolpidem', 'k779', 'iopromide', 'glimepiride', 'vinorelbine', 'chlorambucil', 'v', 'isomannide', 'gabapentin', 'butorphanol', 'carvedilol', 'ge-132', 'isosorbide-5-mononitrate', 'imiquimod', 'gadodiamide', 'clonazepam', 'clomipramine', 'ziprasidone', 'carbamazepine', 'guanfacine', 'ropinirole', 'thiotepa']",44
List medications that can lead to pleurisy,class_based,pleurisy,"['flunisolide', 'pramipexole', 'rifapentine', 'venlafaxine', 'oxcarbazepine', 'amiodarone', 'fosinopril', 'bromocriptine', 'pentamidine', 'methotrexate', '5-asa', 'nilotinib', 'lisuride', 'donepezil', 'bortezomib', 'cevimeline', 'naratriptan', 'ofloxacin', 'sulfasalazine', 'cabergoline', 'varenicline', 'clonazepam', 'valdecoxib', 'sitaxsentan', 'ropinirole']",25
Which drugs cause bronchial hyperreactivity?,class_based,bronchial hyperreactivity,"['brinzolamide', 'memantine', 'pramipexole', 'lasofoxifene', 'itraconazole', 'oxandrolone', 'aripiprazole', 'aminophylline', 'rivastigmine', 'methotrexate', 'naltrexone', 'linagliptin', 'testosterone', 'bortezomib', 'cevimeline', 'strontium', 'amlodipine', 'ofloxacin', 'azarga', 'goserelin', 'lenalidomide', 'ipratropium', 'fluticasone/salmeterol', 'propafenone', 'regadenoson']",25
Which drugs cause onychomycosis?,class_based,onychomycosis,"['rivastigmine', 'everolimus', 'cevimeline', 'etoricoxib', 'memantine', 'pramipexole', 'gliclazide', 'novolog', 'ritonavir', 'citalopram', 'itraconazole', 'doxepin', 'sitaxsentan', 'boceprevir', 'aripiprazole', 'paliperidone', 'insulin', 'risperidone']",18
Which drugs cause paresthesia of limbs?,class_based,paresthesia of limbs,"['imipramine', 'methotrexate', 'trimipramine', 'metronidazole', 'potassium', 'clonidine', 'nortriptyline', 'doxepin', 'desipramine', 'phosphate', 'protriptyline', 'amoxapine', 'ergotamine', 'amitriptyline', 'pentamidine']",15
Which drugs cause productive cough?,class_based,productive cough,"['pirbuterol', 'ganciclovir', 'pramipexole', 'colimycin', 'tobramycin', '5-azacytidine', 'glycopyrrolate', 'thymidine', 'aripiprazole', 'trandolapril', 'valganciclovir', 'tacrolimus', 'mannitol', 'tramadol', 'everolimus', 'pirfenidone', 'cgp', 'vinflunine', 'photofrin', 'insulin', 'lenalidomide', 'paclitaxel', 'risperidone']",23
