query,query_type,drug,severity_filter,ground_truth,num_results,organ_filter,comparison_type,drug1,drug2,risk_group,requires_clinical_context,temporal_filter,requires_temporal_data,mechanism,requires_mechanism_data,source_drug,requires_graph,hop_count,pathway_analysis,drugs,network_analysis,organ,cluster_analysis
Show life threatening reactions to carboplatin,severity_filtered,carboplatin,life_threatening,"['anaphylactic shock', 'anaphylactoid reaction']",2.0,,,,,,,,,,,,,,,,,,
List severe adverse events of carboplatin,severity_filtered,carboplatin,severe,"['cardiac arrest', 'myocardial infarction']",2.0,,,,,,,,,,,,,,,,,,
List moderate severe adverse events of carboplatin,severity_filtered,carboplatin,moderate_severe,"['hepatotoxicity', 'nephrotoxicity']",2.0,,,,,,,,,,,,,,,,,,
Find all moderate toxicities of carboplatin,severity_filtered,carboplatin,moderate,"['hypersensitivity', 'diuresis', 'neutropenia', 'hearing impaired', 'hypomagnesaemia', 'renal failure acute', 'cardiac failure', 'dermatitis', 'injection site reaction', 'musculoskeletal discomfort', 'embolism', 'swelling', 'anorexia', 'hypocalcaemia', 'palmar erythema', 'blood urea increased', 'chills', 'dyspnoea', 'influenza like illness', 'dehydration', 'hypertension', 'acute coronary syndrome', 'peripheral sensory neuropathy', 'dysgeusia', 'hyponatraemia', 'wheezing', 'aspartate aminotransferase increased', 'leukaemia', 'blindness cortical', 'haemolytic uraemic syndrome', 'dermatitis exfoliative', 'liver function test abnormal', 'ill-defined disorder', 'vision blurred', 'serum creatinine increased', 'gastrointestinal pain', 'blood creatinine increased', 'visual disturbance', 'pancytopenia', 'rigors', 'neurological symptom', 'necrosis', 'body temperature increased', 'febrile neutropenia', 'cardiac disorder', 'hyporeflexia', 'tendon reflex decreased', 'erythema', 'thrombocytopenia', 'asthenia', 'myelodysplastic syndrome', 'arthralgia', 'redness', 'ischaemic coronary artery disorders', 'malnutrition', 'skin disorder', 'nephropathy toxic', 'angiopathy', 'haemoglobin', 'bronchospasm', 'leukopenia', 'angina pectoris', 'pain', 'myalgia', 'visual impairment', 'hypotension', 'drug interaction', 'renal impairment', 'ototoxicity', 'mucosal inflammation', 'infection', 'gastrointestinal tract irritation', 'paraesthesia oral', 'unspecified disorder of skin and subcutaneous tissue', 'tinnitus', 'unspecified visual loss', 'paraesthesia', 'gastrointestinal toxicity', 'eye disorder', 'perioral tingling', 'polyuria', 'kidney function abnormal', 'neuropathy peripheral', 'decreased appetite', 'haemorrhage', 'abdominal discomfort', 'blindness', 'alopecia', 'neoplasm malignant', 'blood alkaline phosphatase increased', 'vomiting', 'myocardial ischaemia', 'hypokalaemia', 'myelosuppression', 'cerebrovascular accident', 'stomatitis', 'phosphatase alkaline increased', 'urticaria', 'bone marrow depression', 'deafness', 'blood creatinine decreased', 'anaemia', 'blood bilirubin increased', 'extravasation', 'creatinine low', 'feeling abnormal', 'influenza-like symptoms', 'discomfort', 'connective tissue disorder', 'neurotoxicity', 'malaise', 'diarrhoea', 'renal function test abnormal', 'abdominal pain']",114.0,,,,,,,,,,,,,,,,,,
What mild moderate side effects does carboplatin cause?,severity_filtered,carboplatin,mild_moderate,['tachycardia'],1.0,,,,,,,,,,,,,,,,,,
Show mild reactions to carboplatin,severity_filtered,carboplatin,mild,"['pruritus', 'nausea alone', 'rash erythematous', 'fatigue', 'rash', 'constipation', 'nausea']",7.0,,,,,,,,,,,,,,,,,,
What fatal side effects does erlotinib cause?,severity_filtered,erlotinib,fatal,['fatal outcomes'],1.0,,,,,,,,,,,,,,,,,,
Find all life threatening toxicities of erlotinib,severity_filtered,erlotinib,life_threatening,"['toxic epidermal necrolysis', 'stevens-johnson syndrome']",2.0,,,,,,,,,,,,,,,,,,
List severe adverse events of erlotinib,severity_filtered,erlotinib,severe,"['rhabdomyolysis', 'myocardial infarction']",2.0,,,,,,,,,,,,,,,,,,
Show moderate severe reactions to erlotinib,severity_filtered,erlotinib,moderate_severe,"['pancreatitis', 'hepatotoxicity']",2.0,,,,,,,,,,,,,,,,,,
List moderate adverse events of erlotinib,severity_filtered,erlotinib,moderate,"['neutropenia', 'folliculitis', 'depression', 'renal failure acute', 'dry eye', 'keratitis', 'gastrointestinal haemorrhage', 'dermatitis', 'disease progression', 'melaena', 'musculoskeletal discomfort', 'loss of consciousness', 'gastrointestinal perforation', 'anorexia', 'chills', 'dyspnoea', 'dehydration', 'nephritis', 'acute coronary syndrome', 'gastrointestinal disorder', 'skin exfoliation', 'myopathy', 'neuropathy', 'hepatocellular injury', 'cardiovascular disorder', 'lung disorder', 'gastrointestinal pain', 'bone pain', 'mental disorder', 'rigors', 'hepatorenal syndrome', 'cerebral haemorrhage', 'hepatobiliary disease', 'infestation nos', 'abdominal pain', 'body temperature increased', 'hepatic impairment', 'liver disorder', 'erythema', 'thrombocytopenia', 'haemolytic anaemia', 'asthenia', 'dermatitis acneiform', 'arthralgia', 'dyspepsia', 'hepatitis', 'skin hyperpigmentation', 'blister', 'haematemesis', 'malnutrition', 'skin disorder', 'uveitis', 'cellulitis', 'corneal perforation', 'haemoglobin', 'hepatic cancer metastatic', 'acute respiratory distress syndrome', 'ileus', 'pain', 'foetor hepaticus', 'myalgia', 'arrhythmia', 'lung infection', 'drug interaction', 'sepsis', 'renal impairment', 'infestation', 'paronychia', 'acne', 'ulcerative keratitis', 'mucosal inflammation', 'infection', 'weight decreased', 'cough', 'nail disorder', 'dysphagia', 'haematochezia', 'pustule', 'colitis', 'unspecified disorder of skin and subcutaneous tissue', 'anxiety', 'interstitial lung disease', 'peptic ulcer', 'eye disorder', 'flatulence', 'obliterative bronchiolitis', 'tenderness', 'peptic ulcer haemorrhage', 'ischaemia', 'pancreatic carcinoma', 'neuropathy peripheral', 'decreased appetite', 'haemorrhage', 'hirsutism', 'epistaxis', 'urinary tract disorder', 'nail changes', 'lung infiltration', 'chest pain', 'microangiopathic haemolytic anaemia', 'keratoconjunctivitis sicca', 'alopecia', 'protein urine present', 'nervous system disorder', 'pneumonia', 'deep vein thrombosis', 'vomiting', 'hepatic failure', 'hypokalaemia', 'urethral disorder', 'shock', 'alanine aminotransferase increased', 'pulmonary toxicity', 'cerebrovascular accident', 'mediastinal disorder', 'erythema multiforme', 'dry skin', 'stomatitis', 'oedema', 'gastritis', 'metastases to liver', 'intestinal perforation', 'dermatitis bullous', 'conjunctivitis', 'syncope', 'interstitial pneumonia', 'inflammation', 'skin fissures', 'connective tissue disorder', 'back pain', 'rosacea', 'musculoskeletal pain', 'diarrhoea', 'renal failure', 'pulmonary fibrosis']",135.0,,,,,,,,,,,,,,,,,,
Find all mild moderate toxicities of erlotinib,severity_filtered,erlotinib,mild_moderate,['proteinuria'],1.0,,,,,,,,,,,,,,,,,,
List mild adverse events of erlotinib,severity_filtered,erlotinib,mild,"['dizziness', 'pruritus', 'headache', 'fatigue', 'constipation', 'rash', 'papulopustular rash', 'rash pustular', 'nausea', 'insomnia']",10.0,,,,,,,,,,,,,,,,,,
List fatal adverse events of topiramate,severity_filtered,topiramate,fatal,['sudden unexplained death in epilepsy'],1.0,,,,,,,,,,,,,,,,,,
What life threatening side effects does topiramate cause?,severity_filtered,topiramate,life_threatening,"['toxic epidermal necrolysis', 'glaucoma', 'stevens-johnson syndrome', 'angle closure glaucoma']",4.0,,,,,,,,,,,,,,,,,,
List severe adverse events of topiramate,severity_filtered,topiramate,severe,"['partial seizures', 'tongue paralysis']",2.0,,,,,,,,,,,,,,,,,,
Find all moderate severe toxicities of topiramate,severity_filtered,topiramate,moderate_severe,"['pancreatitis', 'pancreatitis acute']",2.0,,,,,,,,,,,,,,,,,,
Find all moderate toxicities of topiramate,severity_filtered,topiramate,moderate,"['upper respiratory tract infection', 'renal pain', 'neutropenia', 'administration site reaction', 'oedema peripheral', 'hearing impaired', 'hypokinesia', 'circadian rhythm sleep disorder', 'memory impairment', 'hypocholesterolaemia', 'gait disturbance', 'presyncope', 'hypogeusia', 'hypocalcaemia', 'hypomania', 'unintended pregnancy', 'familial tremor', 'salivary hypersecretion', 'influenza like illness', 'hypertension', 'endocrine disorder', 'dysgeusia', 'alcohol intolerance', 'genital candidiasis', 'libido increased', 'toothache', 'ill-defined disorder', 'ketogenic diet', 'flushing', 'body odor', 'visual disturbance', 'haematoma', 'urine analysis abnormal', 'vasodilation procedure', 'rhinorrhoea', 'panic attack', 'abnormal vision', 'thinking abnormal', 'aggression', 'infestation nos', 'ageusia', 'hyperplasia', 'gastrooesophageal reflux disease', 'agitation', 'thrombocytopenia', 'palpitations', 'prothrombin level increased', 'dyspepsia', 'psychomotor retardation', 'maculopathy', 'sinusitis', 'malnutrition', 'mood swings', 'irritability', 'white blood cell count decreased', 'crying', 'blood and lymphatic system disorders', 'rhinitis', 'depressed level of consciousness', 'hyperchloraemia', 'leg pain', 'pain', 'crystal urine present', 'urinary retention', 'infestation', 'dysarthria', 'pemphigoid', 'ocular hyperaemia', 'oral pain', 'swelling face', 'cough', 'neurosis', 'hyperkinesia', 'eczema', 'limb discomfort', 'unspecified disorder of skin and subcutaneous tissue', 'tinnitus', 'diabetic neuropathy', 'gingivitis', 'eye disorder', 'flatulence', 'premature ejaculation', 'apraxia', 'encephalopathy', 'gamma-glutamyltransferase increased', 'vasodilation', 'decreased appetite', 'action tremor', 'respiratory tract infection', 'hallucination, auditory', 'menorrhagia', 'tension', 'hypertonia', 'laryngitis', 'joint swelling', 'hyperlipidaemia', 'feeling of despair', 'poor quality sleep', 'alanine aminotransferase increased', 'repetitive speech', 'learning disability', 'dyspnoea exertional', 'hyperhidrosis', 'pallor', 'sweating decreased', 'drooling', 'viral infection', 'electrocardiogram abnormal', 'anaemia', 'vaginal infection', 'conjunctivitis', 'alkaline phosphatase serum increased', 'deafness neurosensory', 'cognitive impairment', 'muscular weakness', 'malaise', 'convulsion', 'temperature intolerance', 'iritis', 'effusion', 'orgasmic sensation decreased', 'red blood cell disorders', 'melaena', 'musculoskeletal discomfort', 'lymphocytosis', 'amblyopia', 'hypoaesthesia oral', 'dyspnoea', 'acidosis hyperchloraemic', 'enlargement abdomen', 'vasospasm', 'panic reaction', 'suicidal behaviour', 'hyponatraemia', 'ear and labyrinth disorders', 'oliguria', 'oesophagitis', 'urine output increased', 'paranoid reaction', 'muscle twitching', 'electroencephalogram abnormal', 'lymphopenia', 'liver function test abnormal', 'word finding difficulty', 'vascular purpura', 'blood creatinine increased', 'nephrolithiasis', 'suicide', 'nocturia', 'bone pain', 'blepharospasm', 'face oedema', 'pharyngeal oedema', 'glossitis', 'convulsions aggravated', 'tongue oedema', 'distractibility', 'muscle spasms', 'confusional state', 'skin odour abnormal', 'hyporeflexia', 'nasopharyngitis', 'dependence', 'delirium', 'musculoskeletal stiffness', 'erythema', 'sleep disorder', 'hypertrichosis', 'scotoma', 'lymphadenopathy', 'mouth ulceration', 'hyperthyroidism', 'pollakiuria', 'renal tubular acidosis', 'hyperglycaemia', 'ear discomfort', 'stupor', 'candida infection', 'angiopathy', 'dyslexia', 'collagen disorder', 'haematuria', 'haemoglobin', 'calculus ureteric', 'leukopenia', 'myalgia', 'mastitis', 'periorbital oedema', 'drug interaction', 'psychomotor skills impaired', 'renal colic', 'ulcerative stomatitis', 'blindness unilateral', 'thromboembolic event', 'bladder pain', 'weight decreased', 'epigastric discomfort', 'potassium low', 'breast pain', 'tremor', 'lacrimation increased', 'abnormal behaviour', 'grand mal convulsion', 'pain in extremity', 'autonomic neuropathy', 'prostatic disorder', 'mydriasis', 'eye pain', 'pneumonia', 'eyelid oedema', 'deep vein thrombosis', 'hepatic failure', 'dysphasia', 'nystagmus', 'urethral disorder', 'depression aggravated', 'cystitis noninfective', 'upset stomach', 'photosensitivity reaction', 'osteoarthritis', 'panic disorder', 'pharyngitis', 'breath odour', 'feeling abnormal', 'influenza-like symptoms', 'flat affect', 'raised liver function tests', 'blood bicarbonate', 'upper motor neurone lesion', 'balance disorder', 'hallucination', 'rickets', 'mania', 'completed suicide', 'unspecified disorder of autonomic nervous system', 'renal failure', 'bicarbonate level', 'hypersensitivity', 'menopausal symptoms', 'dysphonia', 'anger', 'seborrhoeic dermatitis', 'breast disorder', 'diplopia', 'tandem gait test abnormal', 'nephropathy', 'embolism', 'pulmonary embolism', 'weight increased', 'metrorrhagia', 'hypohidrosis', 'calcinosis', 'scintillating scotoma', 'altered state of consciousness', 'hypoaesthesia', 'expressive language disorder', 'chills', 'gastrointestinal disorder', 'feeling drunk', 'vaginal haemorrhage', 'sweating increased', 'paranoia', 'aspartate aminotransferase increased', 'unresponsive to stimuli', 'nervousness', 'hair texture abnormal', 'disorder sight', 'gingival hyperplasia', 'essential tremor', 'intraocular pressure increased', 'feeling jittery', 'diabetic peripheral neuropathy', 'pancytopenia', 'blood bicarbonate decreased', 'clumsiness', 'erectile dysfunction', 'faecal incontinence', 'heat intolerance', 'body temperature increased', 'calculus of kidney', 'cardiac disorder', 'delusion', 'food interaction', 'gingival bleeding', 'auditory disorder nos', 'depressed mood', 'lack of spontaneous speech', 'deafness unilateral', 'arthralgia', 'eosinophilia', 'dermatitis atopic', 'skin discolouration', 'skin disorder', 'pemphigus', 'status epilepticus', 'akinesia', 'sluggishness', 'altered visual depth perception', 'formication', 'cerebration impaired', 'angina pectoris', 'cerebellar syndrome', 'aggressive reaction', 'dysphemia', 'visual impairment', 'fluid intake increased', 'breast pain female', 'psychotic disorder', 'tongue disorder', 'acne', 'anosmia', 'nail disorder', 'loss of libido', 'clotting', 'dysphagia', 'anorgasmia', 'amnesia', 'anxiety', 'accommodation disorder', 'somnolence', 'bipolar i disorder', 'polycythaemia', 'urine abnormality', 'paraesthesia', 'atrioventricular block', 'ear pain', 'anhidrosis', 'arthropathy', 'purpura', 'respiratory alkalosis', 'polyuria', 'abdominal distension', 'neuropathy peripheral', 'haemorrhage', 'epistaxis', 'abdominal discomfort', 'urinary tract disorder', 'metabolic acidosis', 'tearfulness', 'eye redness', 'albuminuria', 'fluid retention', 'obesity', 'hypokalaemia', 'mediastinal disorder', 'euphoric mood', 'immune system disorder', 'hypothermia', 'nasal congestion', 'musculoskeletal chest pain', 'oedema', 'parosmia', 'cramps of lower extremities', 'urticaria', 'acidosis', 'thirst', 'disorientation', 'myopia', 'hyperaesthesia', 'syncope', 'menstrual disorder', 'amenorrhoea', 'connective tissue disorder', 'back pain', 'migraine aggravated', 'musculoskeletal pain', 'sensory loss', 'peripheral coldness', 'lacrimal disorder', 'disturbance in sexual arousal', 'bronchitis', 'road traffic accident', 'conjunctival oedema', 'abdominal pain', 'drug abuse', 'hyposmia', 'sensory disturbance', 'abdominal pain upper', 'lacrimation abnormal nos', 'depression', 'dry eye', 'paranasal sinus hypersecretion', 'dermatitis', 'loss of consciousness', 'dyskinesia', 'anorexia', 'micturition urgency', 'perseveration', 'visual acuity reduced', 'ataxia', 'dehydration', 'anxiety depression', 'neuropathy', 'diabetic', 'bipolar disorder', 'cardiovascular disorder', 'suicidal ideation', 'vision blurred', 'gastrointestinal pain', 'disturbance in attention', 'incontinence', 'leukorrhea', 'mental disorder', 'rigors', 'affect lability', 'eye movement disorder', 'vertigo', 'coordination abnormal', 'aphasia', 'personality disorder', 'lethargy', 'diabetes mellitus', 'tooth disorder', 'asthenia', 'speech disorder', 'hypophosphataemia', 'endophthalmitis', 'elevated mood', 'hepatitis', 'redness', 'mental disability', 'mood alteration nos', 'thrombocytosis', 'urticaria localised', 'creatinine increased', 'hypernatraemia', 'orthostatic hypotension', 'abdominal tenderness', 'presbyopia', 'mental retardation', 'dysaesthesia', 'cystitis', 'abnormal sensation in eye', 'epilepsy', 'hypotension', 'dysmenorrhoea', 'suicide attempt', 'apathy', 'hyperammonaemia', 'chloasma', 'infection', 'photophobia', 'attention concentration difficulty', 'cognitive disorder', 'hypoaesthesia facial', 'paraesthesia oral', 'urinary tract infection', 'photopsia', 'blindness transient', 'body temperature decreased', 'hypoglycaemia', 'abdominal pain lower', 'otitis media', 'allergic oedema', 'breast discharge', 'bradyphrenia', 'libido decreased', 'glossodynia', 'chest pain', 'depersonalisation', 'vaginal discharge', 'alopecia', 'nervous system disorder', 'blood alkaline phosphatase increased', 'phlebitis', 'vomiting', 'blood potassium decreased', 'increased appetite', 'shock', 'congenital eye disorder', 'osteomalacia', 'dysgraphia', 'erythema multiforme', 'stomatitis', 'agranulocytosis', 'neoplasm', 'flank pain', 'phosphatase alkaline increased', 'dysuria', 'bone marrow depression', 'drug - food interaction', 'deafness', 'asthma', 'gastritis', 'hepatic enzyme increased', 'xerophthalmia', 'night blindness', 'migraine', 'haemorrhoids', 'coagulopathy', 'urinary incontinence', 'vaginal inflammation', 'manic psychosis', 'discomfort', 'hot flush', 'burning sensation', 'sexual dysfunction', 'ejaculation disorder', 'muscle contractions involuntary', 'aura', 'hypersomnia', 'serum potassium decreased', 'gastroenteritis', 'bleeding breakthrough', 'taste disorders', 'polydipsia', 'hallucination, visual', 'generalised oedema', 'diarrhoea', 'testicular disorder']",510.0,,,,,,,,,,,,,,,,,,
